created_at,text
Sat Jun 21 23:45:26 +0000 2025,"Min, tadi ada kecelakaan di depan ambarukmo plaza sekitar jam 04.57 pagi ini, tapi gatau kejadiannya gimana, pas saya lewat cuma mobil itu yg rusak parah bagian depan🙏🏻

(Bimasuryasinaga_17) https://t.co/NXinvvMMBP"
Sat Jun 21 23:25:35 +0000 2025,"06:15 Persiapan kategori 5K Mandiri Jogja Marathon 2025 di Prambanan.
.

(alga_fitrian) https://t.co/umzCN6yuMq"
Sat Jun 21 22:46:11 +0000 2025,"05:42 kondisi jalan di prambanan padat lur 

(Dest_bimaa) https://t.co/JDFHRlNWVD"
Sat Jun 21 22:40:08 +0000 2025,"Info min. Traffic lights perempatan ringroad kronggahan mati yg sebelah selatan

(Mhomo10) https://t.co/KBquOuPd22"
Sat Jun 21 22:31:59 +0000 2025,"[Breaking News] terjadi  kecelakaan di bangjo kentungan Sleman. Jam 5.15 pagi, ada 1 korban cewek kondisi lumayan parah. Masih menunggu ambulance. Selalu hati-hati dijalan

(rzh.nch) https://t.co/CTw4DFh76D"
Sat Jun 21 21:52:17 +0000 2025,"[Breaking News] Peserta mandiri Jogja marathon pagi ini sudah bersiap di Prambanan 

(Alga_fitrian) https://t.co/xMHdX4vEOO"
Sat Jun 21 21:06:38 +0000 2025,03:41 penemuan ular min di jalan Imogiri Timur https://t.co/8Quef9ez4m
Sat Jun 21 19:40:06 +0000 2025,"[Breaking News] 00:55 Laka min di tikungan selatan Odixa Sentolo Kulon Progo, korban cowo blm tau pingsan apa MD untuk kronologi kurang tau min

,(Ciscahaha) https://t.co/SLS8QjQmAD"
Sat Jun 21 19:39:54 +0000 2025,"min izin melaporkan pencurian di depan indomaret. Hati-hatiii buat pedagangg di daerah ngentak sapen yogyakarta! Terjadi pembobolan gerobak martabak di depan indomaret sapen pada tanggal 21 juni 2025 pukul 03.30 pagi.

(Bimosantoso._) https://t.co/qgeqa9R3VQ"
Sat Jun 21 17:08:37 +0000 2025,"Malam min, aku mau berbagi cerita aja bbrp menit lalu atau sekitar 23.30 di lampu merah gejayan concat ada pemotor dengan motor sejenis CB helm putih tanpa kaca. Kejadiannya Posisiku mobil di lane kiri dekat lampu apill ringroad arah Maguwo. Sebelah kiriku persis mobil putih berusaha menyalip dan depanku hanya ada mobil. Saat lampu hijau pemotor itu hendak belok ke arah Gejayan dari kiri mobilku tanpa lihat kalau mobilku sudah jalan lurus hingga akhirnya menabrak bumper mobil hingga lecet. Setelah si pemotor gagal belok, kami bertemu lagi di lampu merah upn dgn kejadian hampir serupa si pemotor langsung melintang dari lane kiri ke arah upn. Mohon berhati-hati sama orang seperti ini karna sangat membahayakan bukan cuma buat pengendara mobil.

(K_tantri11)"
Sat Jun 21 16:55:43 +0000 2025,"Menikmati senja akhir pekan di Panggung Terbuka Telaga Mardigdo Hutan Pinus Mangunan Bantul, memperingati Hari Musik Dunia 2025 dengan Konser Yogyakarta Royal Orchestra yang diinisiasi oleh @kratonjogja bersama Gusti @GKRHayu, Pj Sekda DIY Bapak Aria Nugrahadi, Paniradya Pati Bqpak Aris Eko Nugroho, dan Kepala Dinas Kebudayaan DIY Ibu Dian Lakshmi Pratiwi beserta ribuan wisatawan domestik dan mancanegara serta warga masyarakat Daerah Istimewa Yogyakarta

Semua pihak perlu terus melakukan kolaborasi yang kreatif, sehingga dalam kondisi seperti apapun roda ekonomi, sosial dan budaya tetap bertahan dan berjalan produktif |@UmaruddinM"
Sat Jun 21 16:32:44 +0000 2025,"[Kidung Pertiwi]

Memperingati hari musik dunia dan hari jadi Yogyakarta Royal Orchestra, Kidung Pertiwi di helat sebagai kelanjutan konser sebelumnya di Ibukota. Lanjutan Concerto Kidung Pamuji dan Concerto Pertiwi dimainkan dengan apik di Hutan Pinus Mangunan. Cokekan Kridhamardawa sebagai ciri pembeda YRO tidak absen di tampilkan dan Yogyakarta Royal Choir membawakan 3 lagu. Pementasan di akhiri dengan ""pecah"" oleh 2 lagu besutan Mas Daru Jaya.

(ihqbar_alqhoza)"
Sat Jun 21 16:28:37 +0000 2025,"[Breaking News] 23:24 lagi wae terjadi kecelakaan mobil masuk ke Selokan dekat RS Hermina Yogyakarta 

(Ralfiandani) https://t.co/L4eT4Nrxh2"
Sat Jun 21 15:49:40 +0000 2025,"Di Pendem marai ngrusak mental, arep cerito yo karo sopo, urip kok isine mung salah, karo ngalah.

Reti to bahasa indonesia ""and"" karo bahasa inggris ""Masak""."
Sat Jun 21 14:49:29 +0000 2025,"Kalian harus lihat ini sekali seumur hidup persembahan Royal Orchestra memperingati hari musik dunia 2025 bersama Sultan Ngayogyakarta Hadiningrat 😍✨
.
Panggung Terbuka Telaga Mardigdo
Mangunan, Dlingo, Bantul, DIY

(atikakurniati82) https://t.co/QdRnmw4XFd"
Sat Jun 21 14:37:27 +0000 2025,"[ BREAKING NEWS ] Truk tronton menabrak pohon , hingga menutup ruas jalan Wonosari - Karangmojo, Tepatnya di Kalurahan Selang, Wonosari, Gunungkidul.

(jogjadotnet) https://t.co/aHoqFLRWKm"
Sat Jun 21 12:07:22 +0000 2025,"PENGUMUMAN PENUTUPAN & PENGALIHAN ARUS LALU LINTAS

Sehubungan dengan penyelenggaraan Mandiri Jogja Marathon 2025, beberapa ruas jalan di sekitar kawasan Prambanan akan ditutup sementara atau dialihkan pada hari Minggu, 22 Juni 2025 mulai pukul 04.30 WIB.

Terima kasih atas pengertian dan kerja samanya!

#MandiriJogjaMarathon2025
#AccelerateYourLimit"
Sat Jun 21 11:46:35 +0000 2025,"18:43 Mobil Nglawan arah di Jalan Malioboro Yogyakarta berhasil  dipukul mundur 

(Putra__hidayatullah) https://t.co/5ASSLtqvYj"
Sat Jun 21 10:39:18 +0000 2025,"Min mohon izin di up dan share ya.
Ini tiba-tiba ada surat tagihan cicilan angsuran motor atas nama tak dikenal a.n. seperti di foto dengan alamat tersebut. 

Mohon bagi yang bernama tertagih jangan menggunakan alamat rumah saya untuk tagihan hutang. Alamat yang tertera di surat tsb berbeda dengan alamat rumah saya. 

Sekitar sebulan lalu juga ada yang datang ke sini atas nama orang asing yang juga terkait dengan cicilan motor. Saya tidak tau apakah ini tagihan nyasar atau penipuan modus baru. Semoga pengalaman saya ini bisa membuat temen-temen semua jadi lebih hati-hati.

(Miss.diana836)"
Sat Jun 21 09:59:51 +0000 2025,"[Breaking News] terjadi kecelakaan di Trimulyo Jetis Bantul 

Untuk info detailnya kurang tahu min soalnya cuma lewat aja... namun td sempat tanya ibu² yg di sana 
Katanya korban tersrempet sesama motor, jatuh luka² namun masih selamat pada saat bersamaan ada mobil motornya kebawa/terseret sehingga seperti yg dalam video tersebut ..

(Irma_rahma13)"
Sat Jun 21 09:39:01 +0000 2025,"View of Borobudur temple from the top of Tumpeng Menoreh

(anp.motret) https://t.co/uZePozrVld"
Sat Jun 21 08:49:50 +0000 2025,"min, tolong di up lgi dong buat pengendara mobil ki mbokyo nek masuk jalur lambat tolong bgt 1 lajur aja, jalan udah kecil masih maksain buat 2 jalur. posisi di ringroad utara arah jakal ke timur. pas di klaksoni malah mepet2 i pemotor sengojo bgt min. maturnuwun semisal di up tolong jgn sertain username saya🙏"
Sat Jun 21 08:39:47 +0000 2025,"Min minta di loloskan min. Helm ku di curi orang

Di daerah kos2an di seturan min jl jangkar bumi. Di video mase gerek geriknya mencurigakan, clingak clinguk cari mangsa. Padahal aku parkir di parkiran nya yng punya kos. Ter tera mase ngambil helm di jam 17:46:08.

Waspada buat warga sekitar dan anak2 kos di daerah jl jangkar bumi, banyak kos yng parkirnya cuma diluar. Nyimpen barang2 mending di bawa ke kamar kos. Ini parkir di lahan pekarangan yng punya kos maling yo kewanen

FYI: help yng di curi KYT warna hitam"
Sat Jun 21 08:03:00 +0000 2025,"Bu Wakil Ketua DPRD #gunungkidul Wulan Tustiana berkunjung ke rumah salah satu anak yang mengalami trauma setelah ayahnya mengalami kekerasan. Naasnya, ayahnya kini malah menjadi terdakwa.

Simak beritanya di link bawah ini

https://t.co/hUPgYT1AXT https://t.co/HoE5N0RMRj"
Sat Jun 21 08:02:21 +0000 2025,"Hallo sedulur Bantul, Terekam pebuang sampah sembarangan lagi nih lur.

(pemkabbantul) https://t.co/bUrvD8zwXO"
Sat Jun 21 07:51:02 +0000 2025,"Libur Telah Tiba, Waktunya Kita Ke Jogja..‼️

Naik Kereta, Turunnya Di Stasiun Tugu..
Buruan..!! Di Tungguin JUMBO Di Pintu Timur Stasiunnya..🤭

#malioboro #stasiuntugu #yogyakarta
(hajar_prasetyo) https://t.co/tiBZiuyClz"
Sat Jun 21 07:12:42 +0000 2025,"Mengungkap Dugaan Kasus Mafia Tanah 📝
.
Berikut informasi singkat bagaimana proses penyelidikan hingga penyidikan kasus Mbah Tupon yang diduga menjadi korban mafia tanah yang kini penyidik telah menetapkan tujuh orang tersangka dari kasus tersebut.
.
ucapan terima kasih kepada seluruh pihak yang telah membantu memudahkan penyidik untuk mendapatkan informasi guna melengkapi informasi hingga barang bukti saat proses penyelidikan hingga penyidikan, sehingga mempermudah penyidik dalam upaya pengungkapan kasus tersebut. |@PoldaJogja"
Sat Jun 21 06:51:59 +0000 2025,"“kalo udah pernah tinggal di Jogja, pasti ngrasain pengen balik lagi ke kota ini.” 

📍Stasiun Lempuyangan 
🎥Take and Edited : Nizam Alvaro

(Lalatifa_a) https://t.co/VNo3wXAbYQ"
Sat Jun 21 06:07:24 +0000 2025,"misi min boleh cerita ga? awalnya saya dan temen saya beli tiket nonton event di lapangan kenari .cancelan itu harganya 130rb udah kita bayar lunas, terus dia minta lagi uang 200rb yang padahal harga tiket official nya malah ga sampe 150rb, kalo saya tf ke dia 200rb lagi itungannya tiket buat nonton dua hari + masih kembalian 100rb, saya suruh kembaliin uangnya ga mau alesannya udah diinput, main nyalahin saya juga atau ngata""in saya ga sekolah, atau apalah intinya bikin saya dan teman saya sakit hati, saya awalnya ga tau apa"" karna emang semuanya udah dihandle temen saya, dan saya tinggal tf dong, nah udah saya tf dia minta uang lagi, akhirnya saya chat dia sendiri buat nanyain prosedur apa yang kurang, tapi tiba"" dia malah ngatain saya atau ngomongin hal yang ga ada kaitannya, saya cek lah di get contact, nah akhirnya ada tulisan seperti ini, nanti saya kirim screenshotannya, untuk no telepon nya +62 858- xxxx xxxx, siapa tau ada yang kena tipu juga? gapapa min ditampilin aja no nya toh juga biar orang tau"
Sat Jun 21 02:55:06 +0000 2025,"Eps. Taman Budaya Embung Giwangan

Hai sobat Story Dilit. Kali ini aku main di icon baru Jogja bagian selatan yaitu Taman Budaya Embung Giwangan. Lokasinya di Giwangan dimana menjadi tempat kegiatan seni, komunitas, atau kegiatan masyarakat salah satunya joging. Dengan luas 3,4 hektar ada embung, panggung terbuka, auditorium, ruang rapat, ruang pameran, mini galeri, dan selasar.

Tiket masuknya gratis . Buka setiap hari pukul 6-9 pagi aja. Namun saat ini diluar jam tersebut hanya dibuka untuk event tertentu.

Jadi gimana ? Gas gek ndene !!!

(faisalalauddin)"
Sat Jun 21 02:35:54 +0000 2025,"Rindu Kegagahan Merapi 🌋

(pakindro) https://t.co/RJcIRWhqAL"
Sat Jun 21 01:40:50 +0000 2025,"Melihat lava pijar Merapi dari dekat dengan drone fpv.

iFlight CineLR7 iflight_danna
Dji O4 Pro dji.era
Radiomaster GX12 radiomasterrc
Naked GoPro 11 goproid
Insta360 X4 id.insta360

#fpv #drone #merapi #thedrone #iflight

(terbangfpv) https://t.co/4xLX2yGbOY"
Fri Jun 20 18:47:16 +0000 2025,"Andai kowe ngerti dibalik kata wes rasah di bahas, ono rasa kecewa, kesel, mangkel, seng ora isoh di ungkapke nganggo kata kata"
Fri Jun 20 18:33:41 +0000 2025,"Assalamu’alaikum admin, mohon bantuannya share ini🙏🏻

Jika ada yang melihat orang yang ada di foto ini, namanya Yudhi Ichwan, usia sekitar 27-29 tahun, asal Medan, dan terakhir tinggal di Yogyakarta (deket tugu jogja).

Sudah lebih dari satu minggu tidak bisa dihubungi, dan sampai saat ini belum ada kabar. Terakhir berkomunikasi hari Sabtu, 7 Juni 2025. 

Bagi siapa pun yang pernah melihat, mengenal, atau mengetahui keberadaan beliau, mohon bantuannya untuk menghubungi saya di nomor berikut:
📞 088216590291

Mohon doanya juga agar beliau segera ditemukan dalam keadaan selamat.
Terima kasih banyak atas bantuannya 🙏🏻

(Veronicaaester_)"
Fri Jun 20 17:46:32 +0000 2025,"[Breaking News] 00:25 terjadi kebakaran rumah di dekat Kampus STTKD Yogyakarta , damkar sudah di TKP

(_syaftrah) https://t.co/qHDgiQkz0r"
Fri Jun 20 17:40:14 +0000 2025,"Nyindir karo nyisir kuwi bedo
Tapi podo podo butuh koco"
Fri Jun 20 16:16:27 +0000 2025,"Mohon bantuannya untuk menaikkan kasus saya.
Saya ingin menyampaikan bahwa saya tidak pernah melakukan transaksi yang menyebabkan saldo saya hilang sebesar Rp2.211.000. Uang tersebut adalah dana penting yang saya siapkan untuk membayar cicilan rumah dan kebutuhan sekolah anak.

Singkat cerita, saya mengisi saldo akun D*** dalam jumlah yang cukup besar. Namun, tanpa sepengetahuan saya, saldo tersebut tiba-tiba hilang. Saya sudah mengajukan komplain, tapi dijawab bahwa transaksi tersebut dianggap sah. Padahal, pada saat transaksi terjadi, HP saya tidak sedang digunakan sama sekali.

Saya sangat berharap pihak D*** bisa mengusut kembali kasus ini dengan adil dan bijak. Saya tidak takut karena saya merasa tidak bersalah. Saya hanya ingin keadilan dan hak saya dikembalikan.

Mohon bantuannya untuk menyebarkan agar suara saya terdengar, karena saya tahu bukan hanya saya yang mengalami kejadian seperti ini. Banyak pengguna lain juga yang merasa dirugikan.

Tolong nama saya di samarkan min"
Fri Jun 20 15:58:51 +0000 2025,"Assalamualaikum min sekedar saling mengingatkan berhati hati di jalan untuk di malam hari cerita saya dan teman saya setelah main ke arah pantai  menemukan ular piton menyeberang dan sama warga di singgkirkan karna takut membahayakan pengguna jalan lain makasi min

Lokasi :  ngestirejo  tanjungsari kabupaten gunungkidul Yogyakarta

(Prhnside2)"
Fri Jun 20 15:57:22 +0000 2025,"RT @viqi_wulandari: @merapi_uncover Malam min, mohon bantuannya. Butuh donor darah O+ untuk malam ini, kalau ada yang berkenan dan ikhlas b…"
Fri Jun 20 15:56:43 +0000 2025,"[Breaking News] Info lur sore tadi
Demo supir nasional blokade jalan, Dari per 4 ringroad monjali sampai  gejayan https://t.co/cQqt4ZJfIR"
Fri Jun 20 15:48:42 +0000 2025,"22:24 melaporkan dari ringroad selatan pasnya di timur lampu merah giwangan timur pom bensin. untuk korban ckb dan untuk kronologi belum di ketahui intinya mobil sama motor

(nrasnmaahnf) https://t.co/1v2pyAwE2z"
Fri Jun 20 12:12:31 +0000 2025,terjadi kebakaran min di jalan berinhin raya denokan maguwoharjo penyebab nya belum diketahui https://t.co/51YysKAmGa
Fri Jun 20 12:12:23 +0000 2025,terjadi kebakaran min di jalan berinhin raya denokan maguwoharjo penyebab nya belum diketahui https://t.co/DHdkbdhYhR
Fri Jun 20 12:06:42 +0000 2025,"[Breaking News] terjadi kebakaran min area belakang pupr sabo arah stadion Maguwoharjo, melibatkan 4 unit mobil truk damkar untuk penanganan kebakaran tersebut 

(_achmafa) https://t.co/fFENdCgahw"
Fri Jun 20 11:54:50 +0000 2025,"[Breaking News] malam ini terpantau Sampah di Selokan Mataram , tepatnya di Tapan Purwomartani Kalasan https://t.co/lcq4nEVZiu"
Fri Jun 20 11:07:45 +0000 2025,18:03 Demo truk sampe rengroad utara malam ini dari bangjoe Gejayan sampe casa grande macet https://t.co/XaScSOuBkh
Fri Jun 20 10:26:27 +0000 2025,"Demo sore ini di perempatan condong catur ada trek yg nakal sengjaa lawan arus dan ber manuver berlawanan mau menabrak motor dan mobil dari lawan arah, saya korban hampir tertabrak bersama beberapa orang lain. Sudah di tindak lanjuti pak polisi pos condong carltur. Mohon nama saya disamarakan. Terimakasih

Tambahan. Kami menghargai aksi teman teman supir truck. Namun tolong hargai juga penguna jalan lainnya"
Fri Jun 20 09:56:22 +0000 2025,[Breaking News] sore ini demo truk tolak UU ODOL di ring road Utara  Yogyakarta Jalan ditutup https://t.co/A2jX6Yb7v7
Fri Jun 20 09:11:17 +0000 2025,"Terjadi tabrakan beruntun min di depan hotel amartyq jogja, untuk kronologinya saya kurang tau min, di himbau untuk yang berkendara harap selalu hati-hati https://t.co/wlIyPWdXSN"
Fri Jun 20 06:14:25 +0000 2025,"Hallo min, menyampaikan ada kecelakaan di perempatan denggung. Mobil hitam ngeblong lampu merah jadi nabrak mobil box. Sudah ditangani polisi di pos polisi lampu merah

Baru aja kejadian jam 12.35

(ameliafay_r) https://t.co/BcjzMLrUKt"
Fri Jun 20 06:04:11 +0000 2025,"[Breaking News] 12:56 info awal terjadi kecelakaan di perempatan Denggung Sleman.

Monggo tetap hati hati saat aktivitas apapun agar tidak terjadi hal hal yang tidak diinginkan https://t.co/qgAVv7FsBx"
Fri Jun 20 04:16:20 +0000 2025,"Update informasi terkait dugaan mafia tanah di DIY

(jogja_guardian( https://t.co/1jitFGudVW"
Fri Jun 20 04:14:20 +0000 2025,"The dawn light paints Mount Merapi, revealing the deep geological history etched into its slopes. As one of Indonesia's most active stratovolcanoes, its very existence is a product of the subduction of the Indo-Australian Plate beneath the Eurasian Plate.

This powerful tectonic interaction has not only formed Merapi's impressive height but also shaped the fertile plains that surround it, a constant interplay between creation and transformation. Truly a sight to behold as the new day begins.

(mafifp_)"
Fri Jun 20 03:47:35 +0000 2025,"Hallo sedulur Bantul, terekam pembersih sampah dari teman teman Dinas Lingkungan Hidup Kabupaten Bantul.

(pemkabbantul) https://t.co/vuUbYB5wbP"
Fri Jun 20 03:27:12 +0000 2025,"Jembatan terpanjang dijogja 😍

(davidamyesha) https://t.co/Qe3UbppmYD"
Fri Jun 20 03:01:52 +0000 2025,"Jalan menuju ekowisata kalitalang klaten
.
(malieqmaul) https://t.co/pcp4KDEF6n"
Fri Jun 20 02:32:03 +0000 2025,"Prambanan dijuluki lembah para dewa karena banyaknya situs situs di kawasan ini ,ada kurang lebih 50 situs yang tercatat,peninggalan dari kerajaan medang Mataram kuno yg didirikan oleh Sanjaya yang di teruskan oleh penerusnya yg berkuasa kurang lebih 3 abad yang meninggalkan warisan yang luar biasa ,bisakah temen temen sebutkan candi candi warisan medang Mataram kuno yang sudah pernah di kunjungi? 

(candi.plaosan)"
Thu Jun 19 22:02:51 +0000 2025,"“Jenang Baran” jenang tradisional khas wilayah Rongkop – tepatnya di Dusun Saban, Gunungkidul, DI Yogyakarta✨

📍Karangwuni Rongkop Gunungkidul

#blusukanjogja #gunungkidul #exploregunungkidul

(saamelisaa) https://t.co/MurIClOpYx"
Thu Jun 19 21:58:52 +0000 2025,"RT @WillyGawir: amit sewu @merapi_uncover
pencurian helm di daerah pogung plat nomer pelaku ab 5318 motor vario karbu merah belakangnya ga…"
Thu Jun 19 21:55:48 +0000 2025,"Beneran JUMBO lagi Stasiun Yogyakarta😍
Siap menyambut menemani liburan

🗓 18-30 Juni 2025
⏰ Sesi 1: 06.00-13.00
⏰ Sesi 2: 15.00-23.00
📍Stasiun Tugu Yogyakarta

(dharamayasari) https://t.co/WKORQOnGSI"
Thu Jun 19 21:46:54 +0000 2025,"Apakah kalian tahu? Sisa-sisa jejak perkeretaapian yang menghubungkan Stasiun Tugu dengan Stasiun Sewugalur masih dapat dijumpai.

Menurut literatur yang ada, dulunya, jalur Yogyakarta-Sewugalur dibangun untuk mendukung transportasi hasil bumi, khususnya hasil tebu dari wilayah sekitar Yogyakarta dan sebaliknya.

Jalur tersebut juga berfungsi sebagai pelayanan penumpang. Namun, karena jumlah penumpang semakin menurun ditambah adanya kebocoran pendapatan dan banyaknya penumpang gelap, pelayanan penumpang berhenti pada tahun 1973an.

Meski demikian, jalur kereta api tersebut masih digunakan untuk mengangkut tetes tebu dari Pabrik Gula Madukismo, hingga pertengahan tahun 1980an.

Stasiun-stasiun yang tidak aktif tapi masih bisa dlihat, diantaranya ada Stasiun Ngabean. Di sini, roda kereta api dan rel masih bisa ditemukan, namun saat ini Stasiun Ngabean sudah beralih fungsi menjadi tempat parkir bus pariwisata. Tempat ini juga pernah dilewati Kereta Api Jenazah Raja Kasunanan Surakarta Sri Susuhunan Pakubuwono X.

Tak jauh dari Stasiun Ngabean tepatnya di depan Pasar Hewan Pasty terdapat Stasiun atau Halte Dongkelan. Bangunan yang terlihat terawat ini sebenarnya hanya replika karena bangunan asli dari Stasiun Dongkelan sudah ludes terbakar.

Masuk di Kabupaten Bantul ada Stasiun Winongo. Meski sudah ditetapkan sebagai cagar budaya bangunan ini tak luput dari vandalisme.

Di Bantul Kota ada Stasiun Bantul yang saat ini telah bertransformasi menjadi kantor sekertariat KORMI.

Setelah itu ada Stasiun Palbapang yang kini telah berubah menjadi Terminal Palbapang. Meski roda kereta api digantikan oleh roda bus dan angkutan umum, namun pergerakan dan konektivitas masih terus hidup.

Ujung jalur kereta api Jogja Sewugalur, berada di Sewugalur. Namun stasiun Sewugalur sudah tidak dapat dijumpai.

Meski rel dan stasiun kereta api sudah tak lagi aktif, namun kisahnya tetap hidup dalam jejak-jejak yang ditinggalkan dan rasanya tidak lelah jikalau ke pantai naik kereta api. Gimana?

(putut_hartanto)"
Thu Jun 19 21:33:15 +0000 2025,"info min, ada info laka di jalan affandi depan hotel manohara jam 2.45 dini hari, mobil hitam menabrak mobil avanza yang mau nyebrang, di duga mobil hitam kecepatan tinggi dan kurangnya pencahayaan di situ, kejadian ini udah sering terjadi di sini, kebetulan saya tinggal disamping hotel manohara, seminggu ini udah 3 kali laka disini. Tolong temen"" berhati kalo lewat jalan ini biar ga terjadi laka lagi, tetep jaga keselamatan berkendara, thank u..

(Doblepedal_)"
Thu Jun 19 14:51:36 +0000 2025,"Pukul 21;34 , ada yang tau di jl kabupaten banyak ambulance lewat berkali kali ada apa ya?

Awalnya dari arah RSA UGM ke selatan balik lagi ke Utara 

(majalahjogja__ ) https://t.co/gbEKZCNnuG"
Thu Jun 19 14:01:42 +0000 2025,"Min, ada modus penipuan baru; baru saja teman saya jadi korban. Penipu mengaku sebagai kreditur yang menagih utang kepada korban dengan membuat story IG yang menyebut akun korban dan DM orang-orang terdekat bahwa korban lari dari hutang. Tiba-tiba, korban diajak video call, dan dalam video call tersebut, pelaku merekam komunikasi dan wajah korban serta mengancam akan menyebarkan/memviralkan komunikasi yang ada wajah korban. Teman saya, yang ketipu, seorang mahasiswa; penipu memang jago dalam bersilat lidah. 

Semoga informasi dari saya dapat membantu, Min. Tolong sensor nama saya, ya, Min."
Thu Jun 19 13:46:09 +0000 2025,"Min min ada maling ayam, motor dan ciri cirinya tidak terlalu jelas. Kejadian jam stengah 4 dini hari hari kamis tgl 19 juni 25 di desa kemasan sendangtirto berbah sleman yk. Ayam gak balik gapapa. Tapi siapa tau ada yang mengenali. Soalnya udah sering kehilangan ayam. Ini cctv tetangga. Terima kasih"
Thu Jun 19 13:19:34 +0000 2025,"Ada yang sering main kesini lur?? Tinggal bayar parkir dan ada warung buat jajan setelah selesai ciblon 😂

Selain bebas kaporit, airnya juga seger dan langsung dari sumbernya 🔥

📍Umbul Saren, Wedomartani, Ngemplak, Sleman

(abdillahfajar_ikhsani) https://t.co/VF1c56sjhp"
Thu Jun 19 13:01:52 +0000 2025,".
Kampung yang Unik dan Sakral di Gunung Kidul

(kiranadronejogja) https://t.co/KZaZ99UUKi"
Thu Jun 19 12:26:36 +0000 2025,"Assalamu'alaikum teman teman bisa di bantu apabila ada yang melihat orang yang di fto, itu adek saya yang bernama Endang Setyowati, kota asal Wonosobo, terkahir kerja di jogja pamit sma bos nya mau pulang ke kampung kurang lebih 3tahun yang lalu tpi sampai saat ini belum smpe kerumah. 
Apa bila ada yang melihat bisa hub no tersebut 0895391132888
Terimakasih 🙏.

(Munna4120)"
Thu Jun 19 10:33:01 +0000 2025,"Hallo sedulur Bantul, Baru sehari terpasang CCTV sudah tertangkap kamera, ada pebuang sampah sembarangan.

Pie lur nak ngeneki?

(pemkabbantul) https://t.co/zPZlgSB0TK"
Thu Jun 19 10:31:57 +0000 2025,"Breaking news: Sebuah truk mogok di Jalan Imogiri Timur pada Kamis Sore sekitar pukul 17.15 WIB, menyebabkan arus lalu lintas lumpuh total. Banyak kendaraan terpaksa memutar arah untuk menghindari kemacetan. https://t.co/dhI8ByG6VX"
Thu Jun 19 08:49:45 +0000 2025,"~Libur Sekolah Naik Kereta Makin Seru Karena Di Stasiun Tugu Kedatangan Tamu Spesial Nih🤩🤩🤩

Perkenalkan Inilah Si Jumbo Yang Merupakan Salah Satu Tokoh Utama Terlaris Di Dunia Per Film An Di Tanah Air Tercinta Ini, Kehadirannya Dalam Bentuk Instalasi Raksasa Menambah Kesan Daya Tarik Tersendiri Bagi Para Penumpang Yang Hendak Berpergian Naik Kereta Dari Stasiun Tugu Yogyakarta.

Tunggu Apalagi Yuk Jangan Sampai Melewatkan Momen Ini🙌🙌🙌

📍Pintu Masuk Sisi Utara Stasiun Yogyakarta
📆 Sampai Dengan Tanggal 30 Juni 2025

(deva_raharjo)"
Thu Jun 19 07:27:30 +0000 2025,"[Breaking News] Maling BH tertangkap di dusun pugeran Maguwoharjo, ditanya  ngakunya orang Medan ,,

Source: arul0_801 https://t.co/pqo8EeNmHx"
Thu Jun 19 06:37:50 +0000 2025,"Unik..

Daripada iuran ratusan ribu untuk acara perpisahan sekolah, SDN Gunung Gambar, Ngawen, Gunungkidul memiliki cara yang unik untuk menggelar acara pelepasan siswa kelas 6 yang baru lulus..

Para siswa kelas 6, memasak untuk dimakan bersama dengan adik kelas juga Bapak Ibu guru mereka..

Bahan yang dimasak juga sebagian berasal dari hasil budidaya sendiri, salah satunya ikan lele yang dipelihara oleh siswa-siswi dilingkungan sekolah..

Selain tidak membebani ekonomi orang tua siswa, cara seperti ini juga menjadi metode belajar bagi anak-anak bagaimana cara hidup mandiri berdampingan dengan alam..

Pie menurutmu bolo?😁

(pantaujogjakarta)"
Thu Jun 19 06:29:28 +0000 2025,"Morning Vibes Kaliurang

(hafidz_syauqi_) https://t.co/sEpUGGHvay"
Thu Jun 19 05:59:25 +0000 2025,"RT @DavielyRead: Mungkin ada yang pernah mengalami kejadian seperti cerita saya yang agak panjang ini, Jika ada mungkin bisa sharing pengal…"
Thu Jun 19 05:32:28 +0000 2025,"Bupati Abdul Halim Muslih menyebut gugatan perdata M Ahmadi yang menyeret Mbah Tupon (68) sebagai turut tergugat dalam kasus mafia tanah sebagai hal yang tidak logis.

Halim mengatakan melayangkan gugatan di pengadilan merupakan hak setiap warga negara. Namun, terkait gugatan perdata yang menjadikan Mbah Tupon sebagai turut tergugat adalah hal yang kurang pas.

(detikjogja_)

Komentarmu, Dab!"
